

Phone powered on Date =1970-03-21-12:59:06.395776
Phone Up Time(Seconds) =123
Phone Flash Version =payton-userdebug 7.1.1 NPW26.83-29 86 intcfg,test-keys
Phone boot mode =normal

TimeStamp,UpTime,dc_current_max,dc_online,dc_voltage_now,dc_present,bms_temp,bms_constant_charge_voltage,bms_charge_now_raw,bms_resistance,bms_charge_full_design,bms_current_now,bms_charge_now,bms_soc_reporting_ready,bms_charge_full,bms_capacity,bms_voltage_max_design,bms_debug_battery,bms_charge_counter,bms_voltage_ocv,bms_voltage_now,bms_battery_type,bms_cycle_count,bms_time_to_full_avg,bms_time_to_empty_avg,bms_resistance_id,bms_cycle_count_id,usb_real_type,usb_boost_current,usb_hw_current_max,usb_system_temp_level,usb_pd_current_max,usb_input_current_settled,usb_current_max,usb_typec_power_role,usb_num_system_temp_levels,usb_typec_mode,usb_input_current_now,usb_online,usb_voltage_max,usb_voltage_min,usb_voltage_now,usb_pe_start,usb_typec_cc_orientation,usb_pd_allowed,usb_pd_active,usb_ctm_current_max,usb_pr_swap,usb_present,main_fcc_delta,main_input_current_settled,main_current_max,main_input_voltage_settled,main_constant_charge_current_max,main_voltage_max,usbeb_current_max,usbeb_online,usbeb_present,wireless_system_temp_level,wireless_current_max,wireless_num_system_temp_levels,wireless_online,wireless_present,battery_age,battery_temp,battery_voltage_qnovo,battery_step_charging_step,battery_dp_dm,battery_charger_temp_max,battery_battery_charging_enabled,battery_input_suspend,battery_system_temp_level,battery_set_ship_mode,battery_rerun_aicl,battery_charger_temp,battery_input_current_limited,battery_current_now,battery_parallel_disable,battery_charge_done,battery_charge_rate,battery_charge_type,battery_capacity,battery_health,battery_num_system_temp_levels,battery_constant_charge_current_max,battery_status,battery_voltage_max,battery_voltage_now,battery_die_health,battery_technology,battery_step_charging_enabled,battery_present,battery_current_qnovo,pc_port_online,
1970-03-24-12:59:08.751574,1348,500000,0,0,0,250,4389899,-97783,186523,3039000,2929,0,1,3039000,100,4400000,0,2377402,4358893,4360340,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),13813,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2441,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359852,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:00:08.902310,1408,500000,0,0,0,250,4389899,-97838,186523,3039000,2929,0,1,3039000,100,4400000,0,2377347,4358893,4359852,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),32231,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359852,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:01:09.072520,1468,500000,0,0,0,250,4389899,-97894,186034,3039000,2929,0,1,3039000,100,4400000,0,2377291,4357916,4360584,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2441,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359852,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:02:09.216306,1528,500000,0,0,0,250,4389899,-97950,186523,3039000,2929,0,1,3039000,100,4400000,0,2377235,4357916,4361561,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),161157,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361561,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:03:09.385945,1588,500000,0,0,0,250,4389899,-98005,186523,3039000,2929,0,1,3039000,100,4400000,0,2377180,4357916,4359852,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),32231,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359852,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:04:09.543504,1649,500000,0,0,0,250,4389899,-98059,186523,3039000,2929,0,1,3039000,100,4400000,0,2377126,4359381,4360584,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359363,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:05:09.698749,1709,500000,0,0,0,250,4389899,-98115,186523,3039000,2929,0,1,3039000,100,4400000,0,2377070,4359381,4360828,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:06:09.866356,1769,500000,0,0,0,250,4389899,-98170,186523,3039000,3417,0,1,3039000,100,4400000,0,2377015,4359381,4360828,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359852,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:07:10.020938,1829,500000,0,0,0,250,4389899,-98226,186523,3039000,2929,0,1,3039000,100,4400000,0,2376960,4359381,4360340,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),115112,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360340,Cool,Li-ion,0,1,-22,1,
1970-03-24-13:07:19.162462,1838,500000,0,0,0,250,4389899,-98233,186523,3039000,3417,0,1,3039000,100,4400000,0,2376952,4359381,4360584,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,255,0,812,1,0,0,0,0,0,3417,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4360584,Cool,Li-ion,0,1,-22,0,
1970-03-24-13:07:19.297495,1838,500000,0,0,0,250,4389899,-98233,186523,3039000,3417,0,1,3039000,100,4400000,0,2376952,4359381,4360584,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,255,0,812,1,0,0,0,0,0,3417,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4360584,Cool,Li-ion,0,1,-22,0,
1970-03-24-13:34:39.258130,3478,500000,0,0,0,240,4389899,-110616,179443,3039000,19531,0,1,3039000,100,4400000,0,2364569,4357916,4357166,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,255,0,812,1,0,0,0,0,0,19531,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4357166,Cool,Li-ion,0,1,-22,0,
1970-03-24-14:12:15.692949,5735,500000,0,0,0,240,4389899,-126332,177977,3039000,22949,0,1,3039000,100,4400000,0,2348853,4355475,4353748,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,255,0,812,1,0,0,0,0,0,22949,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4353748,Cool,Li-ion,0,1,-22,0,
1970-03-24-15:07:19.934538,9039,500000,0,0,0,230,4389899,-147723,191161,3039000,20019,0,1,3039000,100,4400000,0,2327462,4350592,4350574,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20019,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4350574,Cool,Li-ion,0,1,-22,0,
1970-03-24-15:51:25.416878,11684,500000,0,0,0,230,4389899,-165413,177977,3039000,37597,0,1,3039000,100,4400000,0,2309772,4350104,4345692,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,37597,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4345692,Cool,Li-ion,0,1,-22,0,
1970-03-24-16:37:24.790766,14444,500000,0,0,0,230,4389899,-183607,176513,3039000,20996,0,1,3039000,100,4400000,0,2291578,4346686,4345692,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20996,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4345692,Cool,Li-ion,0,1,-22,0,
1970-03-24-16:46:14.698573,14974,500000,0,0,0,230,4389899,-187161,184814,3039000,151367,0,1,3039000,100,4400000,0,2287962,4344733,4329822,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,151367,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4329822,Cool,Li-ion,0,1,-22,0,
1970-03-24-17:38:36.411708,18115,500000,0,0,0,230,4389899,-207947,179931,3039000,20507,0,1,3039000,100,4400000,0,2267238,4343756,4342029,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4342029,Cool,Li-ion,0,1,-22,0,
1970-03-24-17:49:05.573759,18745,500000,0,0,0,230,4389899,-212142,180419,3039000,25390,0,1,3039000,100,4400000,0,2263043,4341803,4339832,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,25390,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4339832,Cool,Li-ion,0,1,-22,0,
1970-03-24-17:50:05.735218,18805,500000,0,0,0,230,4389899,-212799,197265,3039000,24902,0,1,3039000,100,4400000,0,2262386,4342780,4339100,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,24902,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4339100,Cool,Li-ion,0,1,-22,0,
1970-03-24-17:51:05.889721,18865,500000,0,0,0,230,4389899,-213503,196288,3039000,27343,0,1,3039000,100,4400000,0,2261682,4342780,4338611,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,27343,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4338611,Cool,Li-ion,0,1,-22,0,
1970-03-24-17:52:06.049656,18925,500000,0,0,0,230,4389899,-214218,194580,3039000,39062,0,1,3039000,100,4400000,0,2260967,4342291,4337391,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,39062,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4337391,Cool,Li-ion,0,1,-22,0,
1970-03-24-17:53:06.210570,18985,500000,0,0,0,230,4389899,-214952,194580,3039000,29785,0,1,3039000,100,4400000,0,2260234,4342291,4337635,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,29785,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4337635,Cool,Li-ion,0,1,-22,0,
1970-03-24-18:52:28.711506,22548,500000,0,0,0,230,4389899,-238206,180663,3039000,21972,0,1,3039000,100,4400000,0,2236979,4336432,4336170,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,21972,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4336170,Cool,Li-ion,0,1,-22,0,
1970-03-24-20:00:18.941126,26618,500000,0,0,0,230,4389899,-265619,176269,3039000,20019,0,1,3039000,100,4400000,0,2209566,4333014,4332508,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20019,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4332508,Cool,Li-ion,0,1,-22,0,
1970-03-24-21:04:24.032946,30463,500000,0,0,0,230,4389899,-291393,176269,3039000,20507,0,1,3039000,100,4400000,0,2183792,4329108,4328602,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4328602,Cool,Li-ion,0,1,-22,0,
1970-03-24-21:42:42.071059,32761,500000,0,0,0,230,4389899,-307173,193603,3039000,35156,0,1,3039000,99,4400000,0,2168012,4326666,4323719,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57857,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,35156,0,0,None,N/A,99,Good,6,3000000,Discharging,-22,4323719,Cool,Li-ion,0,1,-22,0,
1970-03-24-22:32:53.548953,35773,500000,0,0,0,230,4389899,-326652,184570,3039000,19531,0,1,3039000,99,4400000,0,2148533,4323737,4322498,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57857,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,19531,0,0,None,N/A,99,Good,6,3000000,Discharging,-22,4322498,Cool,Li-ion,0,1,-22,0,
1970-03-24-23:38:41.579661,39721,500000,0,0,0,230,4389899,-354089,180419,3039000,20996,0,1,3039000,99,4400000,0,2121096,4318854,4319080,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57857,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20996,0,0,None,N/A,99,Good,6,3000000,Discharging,-22,4319080,Cool,Li-ion,0,1,-22,0,
1970-03-25-00:21:03.714914,42263,500000,0,0,0,230,4389899,-370796,177977,3039000,25878,0,1,3039000,98,4400000,0,2104389,4317389,4315662,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57365,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,25878,0,0,None,N/A,98,Good,6,3000000,Discharging,-22,4315662,Cool,Li-ion,0,1,-22,0,
1970-03-25-00:44:10.642275,43650,500000,0,0,0,230,4389899,-379677,180663,3039000,20996,0,1,3039000,98,4400000,0,2095500,4316412,4314686,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57365,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20996,0,0,None,N/A,98,Good,6,3000000,Discharging,-22,4314686,Cool,Li-ion,0,1,-22,0,
1970-03-25-01:45:49.988761,47349,500000,0,0,0,230,4389899,-404471,177245,3039000,23437,0,1,3039000,98,4400000,0,2070714,4312506,4310779,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57365,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,23437,0,0,None,N/A,98,Good,6,3000000,Discharging,-22,4310779,Cool,Li-ion,0,1,-22,0,
1970-03-25-02:45:36.569580,50936,500000,0,0,0,230,4389899,-427749,179931,3039000,20019,0,1,3039000,98,4400000,0,2047436,4309088,4307362,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57365,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20019,0,0,None,N/A,98,Good,6,3000000,Discharging,-22,4307362,Cool,Li-ion,0,1,-22,0,
1970-03-25-03:18:26.858494,52906,500000,0,0,0,230,4389899,-440556,177245,3039000,152343,0,1,3039000,98,4400000,0,2034629,4306158,4290272,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,56483,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,152343,0,0,None,N/A,98,Good,6,3000000,Discharging,-22,4290272,Cool,Li-ion,0,1,-22,0,
1970-03-25-03:29:28.441455,53567,500000,0,0,0,230,4389899,-444868,176513,3039000,40527,0,1,3039000,98,4400000,0,2030317,4305670,4301258,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,57365,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,40527,0,0,None,N/A,98,Good,6,3000000,Discharging,-22,4301258,Cool,Li-ion,0,1,-22,0,
1970-03-25-04:20:42.695609,56642,500000,0,0,0,230,4389899,-464292,176269,3039000,20507,0,1,3039000,97,4400000,0,2010893,4301764,4300770,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,708,56871,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,97,Good,6,3000000,Discharging,-22,4300770,Cool,Li-ion,0,1,-22,0,
1970-03-25-05:30:25.737812,60825,500000,0,0,0,230,4389899,-491524,174804,3039000,20507,0,1,3039000,97,4400000,0,1983661,4298346,4296864,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,708,56871,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,97,Good,6,3000000,Discharging,-22,4296864,Cool,Li-ion,0,1,-22,0,
1970-03-25-06:16:59.917606,63619,500000,0,0,0,230,4389899,-509603,176269,3039000,151367,0,1,3039000,96,4400000,0,1965582,4294928,4278797,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,1419,55866,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,151367,0,0,None,N/A,96,Good,6,3000000,Discharging,-22,4278797,Cool,Li-ion,0,1,-22,0,
1970-03-25-06:36:36.310821,64795,500000,0,0,0,230,4389899,-517189,177977,3039000,20507,0,1,3039000,96,4400000,0,1957996,4293463,4293690,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,1417,56375,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,96,Good,6,3000000,Discharging,-22,4293690,Cool,Li-ion,0,1,-22,0,
1970-03-25-07:38:05.883024,68485,500000,0,0,0,230,4389899,-542046,177245,3039000,20507,0,1,3039000,96,4400000,0,1933139,4291510,4289539,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,1418,56375,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,96,Good,6,3000000,Discharging,-22,4289539,Cool,Li-ion,0,1,-22,0,
1970-03-25-08:38:47.851341,72127,500000,0,0,0,230,4389899,-566170,177001,3039000,162109,0,1,3039000,96,4400000,0,1909016,4286627,4267811,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,1418,56375,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,162109,0,0,None,N/A,96,Good,6,3000000,Discharging,-22,4267811,Cool,Li-ion,0,1,-22,0,
1970-03-25-09:19:35.493555,74575,500000,0,0,0,230,4389899,-582627,172606,3039000,20507,0,1,3039000,96,4400000,0,1892558,4284186,4282948,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,1419,56375,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,230,-22,255,0,812,1,0,0,0,0,0,20507,0,0,None,N/A,96,Good,6,3000000,Discharging,-22,4282948,Cool,Li-ion,0,1,-22,0,
